id,full_text,label,confidence
TXT0169,"bisa diberentiin saja  gaksi ini program, ganti program lain yang  lebih  bagus lebih merata rakyat dapat  semua manfaatnya. tidak semua sekolah dapat  mbg masalahnya, paling di jakarta  saja  yang rata dapet. disini malah sd negeri  tidak dapet, orang yang  tidak mampu juga tidak dapet.",Distribusi,0.871
TXT0170,program pemberian makan bergizi gratis (mbg) akan tetap berjalan selama musim libur sekolah. begitu juga pemberian mbg kepada ibu hamil dan menyusui yang berjalan seperti biasanya lanjutkan mbg keren,Distribusi,0.9054
TXT0171,"indikator kesuksesan program makan ""bergizi"" gratis itu ya kecukupan gizi dari penerima, hasil dan dampaknya bagaimana  buat penerima mbg. namanya program makan ""bergizi"" ya sudah seharusnya mengedepankan kualitas, setelah itu baru bisa bicara kuantitas.",Sasaran Penerima,0.946
TXT0172,suruh saja  nih si zulhas kayaknya  dia sudah terbiasa tuh makan menu mbg eh maksudnya dana mbg kali ya 🤭,Kualitas Pangan,0.8549
TXT0173,"kalau  mbg diseluruh daerah di indonesia semua sudah terpenuhi yang  anda katakan itu benar, tapi kenyataannya didaerah pinggiran kota saja  belum  bisa terpenuhi, apalagi didaerah terpencil. semua hanyalah omon omon.",Distribusi,0.9046
TXT0174,oh ini makanan yang bikin jago bahasa inggris dan pintar  matematika? mau dong mbg nya biara saya makin pintar  matematika biar bisa ngitung hutang negara 🤣🤣,Kualitas Pangan,0.8613
TXT0175,"yaa, apalagi program mbg ini. info yang  saya terima dari orang pemerintahan nya sendiri menyebutkan bahwa untuk menjalankan program tersebut masih menggunakan uang pribadi prabowo. besaran nya entah berapa persen.",Anggaran,0.8463
TXT0176,iyaa. maksudku saya setuju saja  kalau mbg pakai bahan pangan lokal saja  dibanding bahan impor.,Ekonomi,0.6511
TXT0177,lewat program mbg kita hadirkan keadilan sosial sejak dari meja makan sekolah,Sasaran Penerima,0.9328
TXT0178,dewan perwakilan rakyat (dpr) ri menilai bahwa program makan bergizi gratis (mbg) dapat menciptakan ekosistem berkelanjutan demi menciptakan generasi unggul.,Sasaran Penerima,0.9291
TXT0179,"mbg 50 t perhubungan 13.26 t ppn/bappenas 2.01 t menperin 2.05 t komdigi 12.6 y menteri koordinator bidang pangan 272,9 m ham 100,6 m pratikno rp 207,218 m ahy 200,9 m budi gunawan 728,8 m",Anggaran,0.9118
TXT0180,"yes benar  sangat  kak, tetap lanjutkan mbg dan perbaiki sistem dan pengawasannya. dengan  begitu optimis bisa  lebih baik",Tata Kelola,0.9453
TXT0181,+ abis liat baliho mbg besar sangat  saya jadi sebal  sangat  jir,Kualitas Pangan,0.451
TXT0182,"berkat presiden prabowo, teknologi ai di dapur mbg bikin transparansi makin terasa benar ",Politik,0.4532
TXT0183,"makin banyak statement error dari  pejabat/penjilat tentang  mbg. ada yang  bilang konsentrasi naik, pintar  matematika n english, dll. jangan segitunya lah. lebay",Politik,0.9156
TXT0184,mbg yang kacau balau bro !,Kualitas Pangan,0.8401
TXT0185,kakean mbg,Lainnya,0.9249
TXT0186,bangun  buat atasi belatung di menu mbg?🤭,Kualitas Pangan,0.8557
TXT0187,"makan belatung gratis (mbg) di tuban, jatim",Kualitas Pangan,0.8593
TXT0188,mbg this mbg that inilah mbg versi saya,Lainnya,0.918
TXT0189,"program mbg melibatkan sekitar 10 ribu umkm, badan usaha milik desa (bumdes), dan koperasi yang sudah menyuplai bahan baku ke sppg.",Ekonomi,0.9678
TXT0190,"program mbg jadi booster pendidikan indonesia, anak-anak sehat pasti lebih hebat",Sasaran Penerima,0.9484
TXT0191,"coba turun kepelosok2 pak, brsentuhan dengan  rakyat banyak bapak  akan tahu apa benar mbg yang  dihrpkn mereka. kalau  hanya diistana dan dalam  lingkungan orang-orang  berpunya sudah pasti bapak  tidak akan tahu apa masalah rakyat kelas bawah sedunguhnya, skli2 nyamar jadi rakyat biasa tanpa  protololer deh pak.",Politik,0.9151
TXT0192,"setelah dapat mbg langsung cerdas matematika bisa menghitung belatung, dan tahu bahasa inggrisnya keracunan.",Kualitas Pangan,0.8577
TXT0193,bekal bergizi vs janji mbg program makan bergizi gratis badan gizi nasional kemendikdasmen program prabowo gibran 7 kebiasaan anak indonesia hebat makan sehat bergizi mpls masa pengenalan lingkungan sekolah anak sd literasi nutrisi kesehatan sejak dini,Politik,0.5141
TXT0194,"makanan bergizi sangat diperlukan, tapi program mbg yang  diadakan pemerintah terlihat kurang dari degi rencana apalagi eksekusinya. biaya yang  dihabiskan begitu besar tapi ujung2nya keracunan. bukan 1,2 ratusan siswa. banyak mitra yang  belum dibayar yang  pada akhirnya dikadih jajanan.",Tata Kelola,0.7219
TXT0195,"mbg lebih terasa sebagai proyek bancakan. di desa-desa akan lebih efektif jika mbg ditangani oleh orangtua murid bersinergi dengan kantin sekolah, mereka akan lebih mengenal kebutuhan anak mereka, dengan anggaran yang  sama, makanannya jauh lebih bergizi.",Sasaran Penerima,0.7383
TXT0196,"berdasarkan ide-ide cerdasmu seperti reformasi pendidikan, penghapusan mbg untuk efisiensi, dan pemisahan tugas kementerian, ya, kamu masuk kategori cerdas! pemikiran kritis dan visioner seperti itu langka. kalau jadi menkeu, indonesia bisa maju pesat.",Politik,0.9161
TXT0197,governmentnya lebih pilih  mbg dan menaikan dana parcok dari pada menaikan gaji guru🤭,Anggaran,0.9048
TXT0198,"adik saya  tidak dapat  mbg karena lagi  liburan ke kampung, terus  saya  tanya jatahmu nanti dikasih siapa? dijawab nya tidak tahu",Distribusi,0.9059
TXT0199,"prioritas nasional: gaji pejabat, mbg, anggaran tnipolri dkk",Anggaran,0.9107
TXT0200,"mantap!! heran saya sekelas pl ikutan mbg?? jan korbankan kesehatan anak2 didik kalian dengan  program useless gini. biasa juga orangtua  murid bekelin anak2nya makanan rumahan yang  terjamin kebersihannya, kenapa harus  korbankan anak2 murid kalian?",Kualitas Pangan,0.5521
TXT0201,"ini proyek makan bergizi gratis bisa jadi sbb utama kegagalan pemerintahan presiden ini bro. dana yang  dihamburkan ini slain tidak tepat sasaran bagi  yang  betul butuh, tapi bhkn bagi  semua  yang  mayoritas tidak butuh n terpaksa makan. padahal  dana yang  mubazir itu masih  sangat  dibutuhkan bagi  proyek""lain.",Anggaran,0.9037
TXT0202,kamu terlalu mbg untuk saya yang  clandys,Lainnya,0.8781
TXT0203,"kemarin  saya bawa  kendaraan sempat lihat mobil operasional mbg parkir disalah satu sekolah  itu petugasnya nya letakin kotak makanan nya di lantai bawah mobilnya yang  parkir,mau dokumentasikan sudah keburu macet,apa gegara itu dari plat besi seenaknya letakin sembarang ..heran",Tata Kelola,0.9053
TXT0204,kapolsek mantup koordinasi dengan kepala korwil pendidikan kecamatan mantup terkait pelaksanaan mbg.,Distribusi,0.8666
TXT0205,kasih mbg tuh jadi pintar  matematika dan bahasa inggris loh. jadi tidak usah guru mengajar.,Politik,0.9242
TXT0206,"belum biasa keracunan, suruh anggota dpr cobain mbg",Kualitas Pangan,0.8584
TXT0207,"mbg kembali saya kritik pak ,sebaiknya kembalikan pada mekanisme mbg ke sekolah masing2 dengan  memperdayakan umkm setempat atau walimurid masing2 untuk  di gilirkan. mbg dibawah bangun  tidak efektif,masakan tidak enak &amp; lebih banyak  dibuang oleh murid2 penerima. lidah mereka  tidak cocok hambar.",Tata Kelola,0.8705
TXT0208,janjinya banyak..banyak yang  tidak realistis.. mbg bagaimana  kabarnya ?,Tata Kelola,0.8064
TXT0209,"tidak sepenuhnya kontra dengan mbg, karena idealnya program ini punya posibilitas untuk",Tata Kelola,0.9316
TXT0210,"putaran uang dibawah itu tidak banyak, malah banyak warung2 yang  pendapatannya menurun gara2 anak2 sudah makan mbg dan juga terkadang anak2 itu susah makan homemade jadi mubadzir terbuang makanannya",Kualitas Pangan,0.5649
TXT0211,lah iya kan memang  bukan urusan guru urus  mbg? what they supposed to do?! their adressing itu loh salah ya as i said wajar masih bocil,Tata Kelola,0.936
TXT0212,"saya selama kerja kan tidak tahu info harian dirumah ya, jadi br tahu karena  ibukku tadu  pagi cerita soal mbg",Distribusi,0.9085
TXT0213,"tapi menurutku tidak tepat deh programnya. banyak permasalahan urgent di indonesia yang seharusnya diprioritaskan. mbg terkesan menghambur2kan duit, jadi ladang buat korup. kenapa yaa tidak kasih  lapangan kerja yang  banyak dan layak buat kepala keluarga biar keluarganya sejahtera??",Anggaran,0.7666
TXT0214,makan bergizi gratis untuk wilayah banyuwangi dsk,Distribusi,0.9051
TXT0215,mbg penting meningkatkan kesehatan,Sasaran Penerima,0.931
TXT0216,populer: penggunaan dana mbg rp 335 t pada 2026; ojk soal scam keuangan,Anggaran,0.9098
TXT0217,simulasi mbg. bismillah mentri pendidikan,Lainnya,0.4235
TXT0218,"eh buset itu mbg nya ada ahli gizinya tidak sih, saya anak gizi menangis liat wow spagheti garamnya kan tinggi sekali  sama super bubur juga kayaknya  tinggi deh",Kualitas Pangan,0.8591
TXT0219,selain anggaran mbg tolong kaji serius ini anggaran ikn 🥹 daya beli masyarakat lemah larinya ke hal sama sekali yang  bukan prioritas,Anggaran,0.9062
TXT0220,"enam bulan dilaksanakan, program mbg menjangkau 6.7 juga orang",Sasaran Penerima,0.9467
TXT0221,makan bergizi gratis makan belatung gratis,Kualitas Pangan,0.855
TXT0222,"saya tuh yang  tidak ngeh, dpr mau dapat  tunjangan 50 juta/bulan meanwhile itu tuh bisa dialokasikan ke yang  lain!! bpjs kek, gaji guru dan dosen kek, banyak. mbg juga, dananya tuh kamu bisa dialokasikan ke yang  lain daripada  bikin orang keracunan",Anggaran,0.9012
TXT0223,"ini nih, masyrakat dbungkam sekali  buat kasus mbg, tiap ada yang posting hal negatif pasti muridnya langsung dipanggil pihak sekolah, kaya?? mereka salah apa loh? bahkan waktu itu ada yag sampai buat video permintaan maaf.",Tata Kelola,0.9163
TXT0224,"keberhasilan mbg 99,99 %",Sasaran Penerima,0.8769
TXT0225,"secara bodoh aja, cara jalannya gimana untuk  sampai pada kesimpulan mbg bisa bikin pintar  enggress dll, kita bertanya dengan nada bodoh ke doi🥹",Politik,0.9199
TXT0226,"dengan satgas, perlindungan siswa dari risiko keracunan di sekolah makin maksimal karena program mbg terjamin",Kualitas Pangan,0.7829
TXT0227,bangun  percepat verifikasi mitra sppg di wilayah 3t pastikan mbg merata,Distribusi,0.8972
TXT0228,ibu di sumba barat daya rasakan dampak positif mbg untuk anaknya!,Sasaran Penerima,0.9466
TXT0229,bisa tidak ya wakil rakyat saja  yang cicip mbg nya,Politik,0.9116
TXT0230,anakku yang  baru lulus sman tahun  ini tidak pernah sekalipun di sklhnya ada pembagian mbg. sedangkan teman dia smp yang  sekolah  di sma swasta malah dapat ,Distribusi,0.9053
TXT0231,begini penjelasan dari pihak sekolah dan mitra satuan pelayanan pemenuhan gizi (sppg) muntilan. liat ini anjing sampah,Distribusi,0.635
TXT0232,"apa ini bener? saya tidak merendahkan masyarakat miskin, tapi judulnya cukup menggelitik, mengapa yang menyiapkan mbg bukan tenaga ahli dibidangnya? makanan sangat erat dengan higienis,",Tata Kelola,0.9481
TXT0233,"mentri pariwisata kmn? kepala daerah &amp; pemda belum  edukasi warga, pak bagaimana  dapat  pemasukan daerah kalau  wisman tidak nyaman &amp; tidak aman, pak rakyat miskin &amp; tidak terdidik pak jangan highlight mbg &amp; danantara saja ",Politik,0.8615
TXT0234,murid murid ini cocok nih di jejelin mbg yang  ada belatungnya. biar merasakan  hasil kerjanya yang  tidak benar ,Kualitas Pangan,0.8594
TXT0235,"program makan bergizi gratis dari pak polisi, langkah tepat buat masa depan!",Sasaran Penerima,0.9426
TXT0236,lapangan kerja? mitra bisnis ngurusi mbg ya?,Ekonomi,0.9713
TXT0237,"dapur mbg ke-7 beroperasi di solo, sasar pelajar di gilingan dan sekitarnya total tujuh dapur sppg telah beroperasi melayani program makan bergizi gratis atau mbg di kota solo hingga juli 2025.",Distribusi,0.8997
TXT0238,"gusy yang domisili bandung, di daerah kalian ada dapur mbg yang sudah beroperasi belum yaa sampai saat ini? info dong",Distribusi,0.907
TXT0239,"yang ditekankan selalu jumlah penerima mbg, perihal layak tidaknya menu mbg khususnya yang bermasalah tidak pernah dianggap masalah serius. sama saja  boong.",Kualitas Pangan,0.83
TXT0240,"tamsil linrung apresiasi mbg dorong gerakan ekonomi rakyat “program mbg bukan sekadar memberi makan bergizi. ia adalah program strategis yang melibatkan masyarakat sebagai pelaku, termasuk untuk aspek produksi, distribusi, hingga pembiayaan. ini adala…",Ekonomi,0.975
TXT0241,"kok mbg tidak sesuai gizi berarti korup tidak sesuai jiwa pancasila &amp; tujuan negara dalam  uudri 1945, jadi tidak usah diurus nanti tambah dosa pak. yang  dibela sesuai jiwa pancasila itu jika ibadah umat beragama diganggu oknum² intoleran di beberapa tempat segera dicegah &amp; tegakkan hukum.",Politik,0.9001
TXT0242,takut keracunan kalau  besok makan mbg,Kualitas Pangan,0.8591
TXT0243,coba menterinya suruh makan menu mbg sebulan saja ,Kualitas Pangan,0.8588
TXT0244,"innalillahi, parah benar  nih program mbg‼ stop saja  kalau  begini",Kualitas Pangan,0.5442
TXT0245,tetap mbg 300an triliun,Anggaran,0.9036
TXT0246,teman  saya  yang  dapat  mbg bilang kalau  menu lauk ayam nya kaya muntahan kucing ajg wtf,Kualitas Pangan,0.8617
TXT0247,itu pict mirip  abis makan mbg yang  sudah tidak fresh,Kualitas Pangan,0.862
TXT0248,mbg = makan belatung gratis,Kualitas Pangan,0.8563
TXT0249,hapuskan saja mbg ini lebih baik dananya untuk infrastruktur bagikan ke setiap propinsi kabupaten kota,Anggaran,0.9082
TXT0250,"berani2nya mau ngelawan zulhas? sudah jelas salah siswa yang  belum terbiasa! ini sesuai kaidah evolusi: survival of the fittest. siswa unggul bisa &amp; biasa makan mbg &amp; makin cerdas, yang  tidak unggul ya mati keracunan.",Sasaran Penerima,0.9498
TXT0251,sisanya lari buat mbg di guangdong china,Distribusi,0.9019
TXT0252,buldep sekolahku dapat  mbg (katanya rencana) tapi sepertinya  saya  tidak kebagian karena  lagi pkl??,Distribusi,0.905
TXT0253,dih malas pidato upacara 17an malah banggain mbg,Lainnya,0.8797
TXT0254,"seharusnya dikelola, kemendiknas, input siswa seleksi di bantu dinsos, mbg dinkes. berdayakan departemen yang  sudah ada. tidak perlu bgn. dana mbg dititipkan bos , dikelola, sekolah. melibatkan masyarakat/ortu. ekonomi bergulir merata. diawasi 3 instansi diatas.",Anggaran,0.4993
TXT0255,"justru pemerintah sebagai pelayan itu mode nya harus  fair. tidak boleh memihak. kalau ""berpihak"" malah biasanya jadi bancakan. sudah sesuai itu mbg untuk seluruh daerah tanpa terkecuali.",Tata Kelola,0.9492
TXT0256,"mbg itu  asli, looksnya menarik kok mungkin karena  saya sekolah kabupaten (harga makanan tidak mahal) tapi yaa begitu  tidak adaa rasa wkwkwkkw",Kualitas Pangan,0.8615
TXT0257,"program mbg dengan anggaran rp335t berisiko tinggi korupsi, terutama di pengadaan dan distribusi. berdasarkan analisis pakar (cnn, tempo, bbc), potensi kebocoran 20-30% atau rp67-100t, mirip kasus food estate. kpk temukan indikasi pemangkasan. saran: pengawasan ketat untuk",Tata Kelola,0.928
TXT0258,makan bergizi gratis langkah menuju indonesia emas,Sasaran Penerima,0.9486
TXT0259,"tidak ada indikasi keterlibatan gibran dalam dugaan korupsi mbg, ??",Tata Kelola,0.9428
TXT0260,takut bngetkan kalau  ternyata hadiah lombanya motong anggaran makan bergizi gratis,Anggaran,0.9013
TXT0261,mbg janji kampanye mas wowo bagaimana dengan  jani 19jt lapangan kerja? harusnya progam mbg di stop diganti dengan  19jt lapangan kerja &amp; turunkan harga sembako.,Ekonomi,0.9302
TXT0262,"inspiktirit enak.. banyak  kerjaan di pembinaan&amp; pengawasan. turun lapangan, periksa pengadaan, konstruksi bangunan &amp; pembangunan jalan. ohhya mbg juga jadi tupoksi kita jadi untuk  didampingi",Tata Kelola,0.9376
TXT0263,"ya allah saya bingung sangat  sumpah liat dia. . mirip  tidak bisa liat data dan fakta yang  terjadi secara real life. dia hidup di mimpinya sendiri apa gimana sihh? kita nih hidup di negara yang  sama kan ya ? dari mbg, pendidikan,lapangan pekerjaan mirip  semuanya ilusi buat dia",Politik,0.8508
TXT0264,"ini yang  liburan sekolahnya tetap  di adain mbg cuma beberapa sekolah saja  kali ya, tidak merata. soalnya di sekolah2 tempatku juga tidak pmbgian mbg.",Distribusi,0.9031
TXT0265,"bahaya sekali  ini, sepertinya data yang dia terima adalah data abs. banyak sekolah yang sama sekali belum terima mbg. ada yang sudah terima tapi cuma sesekali. program yang sangat mudah di manipulasi. harus di evaluasi.",Tata Kelola,0.7856
TXT0266,tidak ada tanggal merah di kabinet prabowo implementasinya mbg tetap berjalan sekalipun libur sekolah. koruptor tidak mengenal libur mengingat waktunya injury time. begitu ya ?,Distribusi,0.9064
TXT0267,guru dibilang beban oleh menteri. harga beras dibandingkan dengan  jepang oleh menteri. anggota dpr dapat  tunjangan 3jt/hari dibilang kurang. mbg tidak jelas dan cuma jadi bahan bancakan. sehat min??,Anggaran,0.9119
TXT0268,"yakin bisa stop mbg yang jadi andelan program presiden ? tanyain langsung deh ke ybs, ye?",Politik,0.4707
TXT0269,mbg 10.00..makan itu  pajak rakyat,Anggaran,0.9014
TXT0270,"baru kemarin ponakanku dapat  mbg dari sekolahnya, tapi hari ini dia keluh  perutnya sakit..jadi tidak sekolah dulu sudah diingetin sama abangku, kalau  mau makan cium dulu baunya, takutnya keracunan yang mirip  di berita² itu.. semoga tidak kenapa² deh dia semoga besok sudah sehat",Kualitas Pangan,0.8659
TXT0271,syok ada mbg sebelah stesen mrt,Lainnya,0.9228
TXT0272,hanya kamu bilang? hanya?!! keracunan mbg dibilang hanya?! 1 saja  sudah banyak banget. ini kamu bilang hanya?!!,Kualitas Pangan,0.8564
TXT0273,sudah 80 tahun merdeka. tapi pendidikan belum merdeka. anggaran pendidikan di pangkas untuk mbg. sementara pejabatnya gaji naik signifikan. -- sarapan kebun percobaan dorgu keluar promo seabank soekarno rakyatnya elitnya,Anggaran,0.9156
TXT0274,terpantau sudah ada 3 buzzer mbg bang yang balas  komen,Kualitas Pangan,0.7523
TXT0275,"ya, dugaan korupsi mbg melibatkan: - presiden prabowo subianto (konflik kepentingan, vendor terkait dirinya; sumber: tempo, icw april 2025). - kepala bangun  dadan hindayana (diminta diselidiki kpk atas pemangkasan anggaran; sumber: onews, kompas maret 2025). - yayasan mbn",Politik,0.9129
